iter	AUC	Logloss
883	0.9334214032	0.2863201931
884	0.9334310293	0.2863132291
885	0.9334310293	0.2863131761
886	0.9334310293	0.2863131938
887	0.9334311187	0.2863131408
888	0.9334316552	0.2863119388
889	0.9334316552	0.2863119212
890	0.9334316552	0.2863119388
891	0.9334317148	0.2863095881
892	0.9334331155	0.2863074317
893	0.9334331751	0.2863074494
894	0.9334331751	0.2863074317
895	0.9334332049	0.2863074317
896	0.9334332049	0.286307414
897	0.9334332049	0.2863073433
898	0.9334332049	0.2863073787
899	0.9334332049	0.286307361
900	0.9334332049	0.286307414
901	0.9334332049	0.2863059824
902	0.9334332049	0.2863060177
903	0.9334332049	0.2863060354
904	0.9334332049	0.2863060177
905	0.9334332645	0.286305293
906	0.9334332645	0.2863052754
907	0.9334332645	0.2863052754
908	0.9334332645	0.28630524
909	0.9334332645	0.2863052577
910	0.9334332645	0.2863052577
911	0.9334332645	0.2863052223
912	0.9334332645	0.2863052223
913	0.9334345758	0.2863017227
914	0.9334345758	0.2863017404
915	0.9334345758	0.2863017227
916	0.9334345758	0.286301758
917	0.9334384501	0.2863009627
918	0.9334384501	0.2863009803
919	0.9334384501	0.2863009803
920	0.9334384501	0.286300998
921	0.9334384501	0.286300998
922	0.9334384501	0.286300998
923	0.9334384501	0.286300998
924	0.9334384501	0.2863010157
925	0.9334420264	0.28629817
926	0.9334420264	0.286298223
927	0.9334420264	0.2862982584
928	0.9334420264	0.286298223
929	0.933442235	0.2862968797
930	0.9334469736	0.2862899688
931	0.9334469736	0.2862900041
932	0.9334469736	0.2862900395
933	0.9334482551	0.286288926
934	0.9334482551	0.2862889436
935	0.9334482551	0.2862889436
936	0.9334482551	0.2862889436
937	0.9334482551	0.286288926
938	0.9334482551	0.2862889083
939	0.9334482551	0.2862889436
940	0.9334516525	0.2862839946
941	0.9334516525	0.2862839593
942	0.9334516525	0.286283977
943	0.9334517121	0.2862839416
944	0.9334517121	0.2862839239
945	0.9334517121	0.2862839063
946	0.9334517121	0.2862839063
947	0.9334517121	0.2862839063
948	0.933483988	0.2862830402
949	0.9334841967	0.2862825276
950	0.9334841967	0.2862825276
951	0.9334841967	0.2862825276
952	0.9334841967	0.2862825806
953	0.9334841967	0.286282563
954	0.9334841967	0.286282563
955	0.9334844053	0.2862825099
956	0.9334844351	0.2862824923
957	0.9334844351	0.2862824923
958	0.9334851503	0.2862811313
959	0.9334851503	0.2862811313
960	0.933486551	0.2862787628
961	0.933486551	0.2862787628
962	0.933486551	0.2862787275
963	0.933486551	0.2862787452
964	0.933486551	0.2862787452
965	0.9334878027	0.2862781089
966	0.9334878027	0.2862780912
967	0.933487922	0.2862771544
968	0.933487922	0.2862771898
969	0.933487922	0.2862771721
970	0.933487922	0.2862771898
971	0.933487922	0.2862771898
972	0.9334890842	0.2862717105
973	0.9334890842	0.2862716928
974	0.9334890842	0.2862716928
975	0.9334890842	0.2862717105
976	0.9334890842	0.2862717282
977	0.9334890842	0.2862717282
978	0.9334890842	0.2862717105
979	0.9334890842	0.2862716928
980	0.9334890842	0.2862716751
981	0.9334890842	0.2862716575
982	0.933488667	0.2862696779
983	0.9334885776	0.2862688648
984	0.9334895015	0.2862669736
985	0.9334895015	0.2862669382
986	0.9334895015	0.2862669559
987	0.9334895015	0.2862669559
988	0.9334895015	0.2862669382
989	0.9334969819	0.2862564746
990	0.9334968925	0.2862556616
991	0.9334968925	0.2862556616
992	0.9334977567	0.2862552374
993	0.9335060418	0.2862455515
994	0.9335072339	0.2862438547
995	0.9335072339	0.2862438547
996	0.9335072339	0.2862438547
997	0.9335072339	0.2862438547
998	0.9335073233	0.2862434128
999	0.9335073233	0.2862434128
